city,name,value,veh_series
四川省-广安市,0~50%,787,HS5
四川省-乐山市,0~50%,870,HS5
广东省-清远市,50%+,14,HS5
陕西省-铜川市,50%+,6,HS5
江苏省-扬州市,50%+,9,HS5
安徽省-六安市,50%+,14,HS5
重庆市-云阳县,50%+,1,HS5
陕西省-榆林市,50%+,47,HS5
山东省-青岛市,0~50%,1555,HS5
江西省-景德镇市,50%+,3,HS5
四川省-德阳市,50%+,10,HS5
湖北省-恩施土家族苗族自治州,50%+,1,HS5
陕西省-延安市,50%+,10,HS5
新疆维吾尔自治区-巴音郭楞蒙古自治州,0~50%,250,HS5
云南省-普洱市,50%+,2,HS5
江苏省-连云港市,50%+,2,HS5
山东省-东营市,50%+,3,HS5
安徽省-巢湖市,0~50%,930,HS5
新疆维吾尔自治区-石河子市,50%+,1,HS5
云南省-德宏傣族景颇族自治州,50%+,1,HS5
山西省-临汾市,50%+,30,HS5
宁夏回族自治区-石嘴山市,0~50%,179,HS5
湖北省-荆州市,50%+,4,HS5
北京市-怀柔区,0~50%,103,HS5
重庆市-石柱土家族自治县,50%+,1,HS5
广西壮族自治区-贵港市,50%+,3,HS5
青海省-海北藏族自治州,0~50%,133,HS5
山东省-潍坊市,50%+,6,HS5
陕西省-汉中市,50%+,11,HS5
江苏省-泰州市,0~50%,716,HS5
内蒙古自治区-鄂尔多斯市,50%+,15,HS5
山西省-太原市,50%+,17,HS5
浙江省-丽水市,50%+,4,HS5
四川省-巴中市,0~50%,1156,HS5
西藏自治区-林芝地区,50%+,3,HS5
湖北省-孝感市,0~50%,603,HS5
内蒙古自治区-呼伦贝尔市,0~50%,570,HS5
湖北省-黄冈市,0~50%,904,HS5
广东省-揭阳市,0~50%,392,HS5
天津市-汉沽区,50%+,3,HS5
吉林省-长春市,0~50%,8484,HS5
重庆市-忠县,0~50%,294,HS5
河南省-驻马店市,0~50%,1378,HS5
重庆市-九龙坡区,0~50%,250,HS5
江西省-抚州市,50%+,11,HS5
西藏自治区-那曲地区,0~50%,35,HS5
广东省-云浮市,50%+,6,HS5
天津市-塘沽区,0~50%,277,HS5
内蒙古自治区-巴彦淖尔市,0~50%,252,HS5
北京市-平谷区,0~50%,40,HS5
辽宁省-丹东市,0~50%,241,HS5
内蒙古自治区-阿拉善盟,0~50%,359,HS5
福建省-厦门市,50%+,1,HS5
湖南省-衡阳市,50%+,22,HS5
湖南省-益阳市,0~50%,599,HS5
河南省-郑州市,0~50%,4349,HS5
湖北省-天门市,50%+,3,HS5
安徽省-芜湖市,50%+,8,HS5
新疆维吾尔自治区-伊犁哈萨克自治州,50%+,2,HS5
河北省-河北省,50%+,12,HS5
甘肃省-金昌市,50%+,5,HS5
云南省-临沧市,50%+,2,HS5
天津市-宝坻区,50%+,2,HS5
贵州省-毕节地区,0~50%,2413,HS5
河南省-新乡市,0~50%,944,HS5
重庆市-重庆市,0~50%,95,HS5
甘肃省-庆阳市,0~50%,88,HS5
湖北省-襄樊市,50%+,14,HS5
江西省-赣州市,50%+,23,HS5
陕西省-安康市,0~50%,440,HS5
河南省-漯河市,50%+,5,HS5
甘肃省-甘肃省,0~50%,106,HS5
天津市-津南区,0~50%,460,HS5
河北省-唐山市,50%+,26,HS5
上海市-奉贤区,0~50%,138,HS5
辽宁省-鞍山市,50%+,15,HS5
辽宁省-辽阳市,50%+,8,HS5
福建省-泉州市,0~50%,1134,HS5
辽宁省-阜新市,50%+,9,HS5
江苏省-盐城市,0~50%,612,HS5
浙江省-金华市,50%+,12,HS5
山东省-淄博市,0~50%,454,HS5
福建省-三明市,50%+,6,HS5
新疆维吾尔自治区-哈密地区,50%+,6,HS5
浙江省-绍兴市,50%+,17,HS5
甘肃省-平凉市,0~50%,272,HS5
青海省-西宁市,0~50%,805,HS5
甘肃省-嘉峪关市,50%+,4,HS5
广东省-佛山市,0~50%,3007,HS5
贵州省-贵州省,50%+,1,HS5
山西省-山西省,0~50%,41,HS5
陕西省-咸阳市,50%+,32,HS5
重庆市-秀山土家族苗族自治县,0~50%,80,HS5
江西省-宜春市,0~50%,548,HS5
云南省-大理白族自治州,0~50%,1228,HS5
山东省-滨州市,0~50%,359,HS5
-,0~50%,1316,HS5
云南省-文山壮族苗族自治州,0~50%,188,HS5
甘肃省-天水市,0~50%,552,HS5
天津市-武清区,0~50%,407,HS5
安徽省-黄山市,50%+,1,HS5
海南省-三亚市,50%+,201,HS5
青海省-果洛藏族自治州,50%+,4,HS5
四川省-成都市,0~50%,4935,HS5
湖南省-邵阳市,0~50%,977,HS5
宁夏回族自治区-银川市,0~50%,1678,HS5
浙江省-宁波市,50%+,16,HS5
江苏省-徐州市,0~50%,713,HS5
广东省-河源市,50%+,7,HS5
甘肃省-张掖市,50%+,6,HS5
陕西省-陕西省,0~50%,41,HS5
重庆市-沙坪坝区,50%+,1,HS5
青海省-海西蒙古族藏族自治州,0~50%,2593,HS5
海南省-海口市,50%+,17,HS5
河北省-张家口市,50%+,24,HS5
四川省-资阳市,50%+,11,HS5
四川省-广元市,0~50%,943,HS5
天津市-河东区,0~50%,4,HS5
江西省-新余市,0~50%,159,HS5
安徽省-淮南市,50%+,4,HS5
重庆市-大渡口区,0~50%,30,HS5
吉林省-白城市,0~50%,787,HS5
宁夏回族自治区-中卫市,0~50%,493,HS5
浙江省-杭州市,50%+,41,HS5
浙江省-台州市,0~50%,464,HS5
海南省-陵水黎族自治县,50%+,214,HS5
重庆市-渝北区,0~50%,685,HS5
江西省-九江市,0~50%,571,HS5
四川省-泸州市,50%+,10,HS5
安徽省-池州市,0~50%,354,HS5
上海市-长宁区,0~50%,2,HS5
河南省-洛阳市,50%+,17,HS5
广东省-惠州市,0~50%,3349,HS5
江苏省-无锡市,50%+,9,HS5
上海市-静安区,0~50%,3,HS5
黑龙江省-黑河市,0~50%,105,HS5
河北省-承德市,50%+,12,HS5
河北省-邢台市,50%+,21,HS5
黑龙江省-黑龙江省,0~50%,4,HS5
甘肃省-白银市,50%+,16,HS5
贵州省-黔东南苗族侗族自治州,50%+,21,HS5
海南省-琼海市,0~50%,925,HS5
海南省-屯昌县,0~50%,83,HS5
云南省-保山市,50%+,6,HS5
广东省-江门市,0~50%,964,HS5
北京市-房山区,50%+,3,HS5
重庆市-武隆县,50%+,2,HS5
上海市-松江区,50%+,2,HS5
广西壮族自治区-来宾市,50%+,6,HS5
广东省-中山市,50%+,3,HS5
湖北省-荆门市,0~50%,522,HS5
浙江省-温州市,50%+,4,HS5
河南省-信阳市,0~50%,647,HS5
辽宁省-盘锦市,50%+,12,HS5
江苏省-常州市,50%+,19,HS5
湖北省-武汉市,50%+,10,HS5
江西省-上饶市,0~50%,736,HS5
重庆市-开县,0~50%,125,HS5
湖南省-张家界市,50%+,2,HS5
黑龙江省-绥化市,50%+,11,HS5
广东省-肇庆市,50%+,25,HS5
辽宁省-铁岭市,0~50%,208,HS5
北京市-北京市,50%+,6,HS5
上海市-崇明区,0~50%,86,HS5
辽宁省-朝阳市,50%+,1,HS5
大陆-大陆,0~50%,22,HS5
江苏省-苏州市,0~50%,2877,HS5
黑龙江省-哈尔滨市,0~50%,372,HS5
浙江省-浙江省,50%+,1,HS5
安徽省-滁州市,50%+,26,HS5
天津市-河北区,0~50%,3,HS5
重庆市-垫江县,50%+,3,HS5
广西壮族自治区-柳州市,0~50%,438,HS5
福建省-福州市,50%+,2,HS5
江苏省-南京市,0~50%,2093,HS5
河南省-焦作市,0~50%,644,HS5
湖北省-宜昌市,50%+,1,HS5
安徽省-合肥市,0~50%,1724,HS5
海南省-临高县,0~50%,81,HS5
山西省-阳泉市,50%+,1,HS5
新疆维吾尔自治区-塔城地区,0~50%,574,HS5
吉林省-通化市,0~50%,458,HS5
山西省-吕梁市,50%+,2,HS5
四川省-眉山市,50%+,9,HS5
福建省-南平市,0~50%,1149,HS5
四川省-绵阳市,50%+,11,HS5
上海市-闵行区,0~50%,219,HS5
山东省-日照市,0~50%,890,HS5
海南省-定安县,50%+,1,HS5
新疆维吾尔自治区-乌鲁木齐市,50%+,4,HS5
山东省-济宁市,50%+,5,HS5
吉林省-吉林市,0~50%,651,HS5
内蒙古自治区-兴安盟,0~50%,1525,HS5
广西壮族自治区-玉林市,0~50%,153,HS5
吉林省-辽源市,0~50%,221,HS5
新疆维吾尔自治区-和田地区,0~50%,37,HS5
内蒙古自治区-通辽市,0~50%,1003,HS5
广东省-潮州市,50%+,2,HS5
青海省-玉树藏族自治州,50%+,1,HS5
安徽省-巢湖市,50%+,14,HS5
新疆维吾尔自治区-喀什地区,50%+,6,HS5
重庆市-黔江区,0~50%,134,HS5
内蒙古自治区-内蒙古自治区,0~50%,47,HS5
辽宁省-大连市,50%+,34,HS5
海南省-乐东黎族自治县,0~50%,109,HS5
广东省-湛江市,50%+,9,HS5
江西省-萍乡市,50%+,2,HS5
四川省-攀枝花市,0~50%,293,HS5
山东省-泰安市,0~50%,961,HS5
湖北省-潜江市,50%+,2,HS5
上海市-青浦区,0~50%,521,HS5
广东省-珠海市,0~50%,281,HS5
福建省-龙岩市,0~50%,533,HS5
浙江省-嘉兴市,0~50%,1570,HS5
黑龙江省-齐齐哈尔市,0~50%,190,HS5
河南省-河南省,50%+,1,HS5
广东省-东莞市,50%+,15,HS5
重庆市-江津区,0~50%,498,HS5
山东省-菏泽市,0~50%,1182,HS5
河南省-安阳市,20%~50%,149,HS5
河南省-河南省,10%~20%,13,HS5
广东省-东莞市,10%~20%,1254,HS5
北京市-顺义区,50%~70%,2,HS5
海南省-万宁市,50%~70%,108,HS5
黑龙江省-七台河市,50%~70%,4,HS5
贵州省-黔南布依族苗族自治州,20%~50%,561,HS5
云南省-云南省,50%~70%,1,HS5
湖南省-湘潭市,10%~20%,338,HS5
安徽省-黄山市,20%~50%,84,HS5
湖北省-咸宁市,10%~20%,64,HS5
辽宁省-锦州市,0~10%,147,HS5
四川省-广安市,50%~70%,13,HS5
四川省-乐山市,50%~70%,5,HS5
重庆市-璧山县,10%~20%,133,HS5
青海省-玉树藏族自治州,70%+,1,HS5
河北省-石家庄市,20%~50%,445,HS5
山东省-德州市,0~10%,403,HS5
广东省-茂名市,0~10%,65,HS5
甘肃省-酒泉市,20%~50%,327,HS5
辽宁省-大连市,70%+,5,HS5
贵州省-黔南布依族苗族自治州,0~10%,1127,HS5
新疆维吾尔自治区-阿克苏地区,10%~20%,61,HS5
内蒙古自治区-巴彦淖尔市,10%~20%,64,HS5
河北省-保定市,0~10%,1117,HS5
广东省-梅州市,20%~50%,96,HS5
青海省-黄南藏族自治州,50%~70%,1,HS5
海南省-东方市,0~10%,29,HS5
湖南省-长沙市,10%~20%,916,HS5
浙江省-宁波市,20%~50%,584,HS5
广西壮族自治区-广西壮族自治区,20%~50%,27,HS5
吉林省-延边朝鲜族自治州,50%~70%,3,HS5
重庆市-大足县,10%~20%,60,HS5
海南省-昌江黎族自治县,20%~50%,10,HS5
山东省-青岛市,50%~70%,9,HS5
内蒙古自治区-包头市,20%~50%,230,HS5
广东省-深圳市,0~10%,785,HS5
内蒙古自治区-呼和浩特市,10%~20%,327,HS5
广西壮族自治区-贺州市,0~10%,235,HS5
天津市-东丽区,0~10%,185,HS5
山西省-晋城市,20%~50%,94,HS5
河南省-平顶山市,0~10%,256,HS5
江苏省-江苏省,0~10%,34,HS5
青海省-青海省,20%~50%,1,HS5
北京市-昌平区,0~10%,383,HS5
新疆维吾尔自治区-五家渠市,0~10%,6,HS5
云南省-楚雄彝族自治州,20%~50%,226,HS5
黑龙江省-牡丹江市,0~10%,49,HS5
天津市-蓟县,0~10%,33,HS5
云南省-曲靖市,10%~20%,518,HS5
新疆维吾尔自治区-巴音郭楞蒙古自治州,50%~70%,6,HS5
湖北省-仙桃市,20%~50%,46,HS5
天津市-西青区,20%~50%,97,HS5
重庆市-重庆市,10%~20%,34,HS5
江苏省-镇江市,10%~20%,254,HS5
广东省-广州市,0~10%,2136,HS5
内蒙古自治区-包头市,0~10%,269,HS5
河北省-衡水市,10%~20%,197,HS5
河南省-许昌市,20%~50%,336,HS5
江西省-江西省,0~10%,6,HS5
广东省-东莞市,70%+,8,HS5
广西壮族自治区-河池市,10%~20%,120,HS5
江西省-鹰潭市,10%~20%,45,HS5
甘肃省-定西市,20%~50%,276,HS5
重庆市-万州区,0~10%,320,HS5
西藏自治区-拉萨市,10%~20%,44,HS5
湖南省-湘潭市,70%+,2,HS5
宁夏回族自治区-石嘴山市,50%~70%,9,HS5
吉林省-长春市,70%+,1834,HS5
北京市-怀柔区,50%~70%,1,HS5
云南省-西双版纳傣族自治州,20%~50%,69,HS5
浙江省-杭州市,20%~50%,1122,HS5
湖南省-株洲市,10%~20%,336,HS5
重庆市-永川区,20%~50%,35,HS5
重庆市-江北区,10%~20%,62,HS5
新疆维吾尔自治区-克拉玛依市,20%~50%,45,HS5
北京市-丰台区,0~10%,126,HS5
陕西省-西安市,0~10%,954,HS5
山东省-枣庄市,0~10%,190,HS5
广西壮族自治区-南宁市,0~10%,674,HS5
重庆市-巫山县,0~10%,25,HS5
上海市-奉贤区,10%~20%,34,HS5
云南省-昆明市,0~10%,1666,HS5
海南省-儋州市,20%~50%,24,HS5
山西省-运城市,0~10%,291,HS5
广东省-韶关市,20%~50%,245,HS5
陕西省-渭南市,10%~20%,361,HS5
甘肃省-武威市,20%~50%,92,HS5
新疆维吾尔自治区-阿克苏地区,70%+,2,HS5
江苏省-泰州市,50%~70%,8,HS5
河北省-邯郸市,20%~50%,172,HS5
内蒙古自治区-巴彦淖尔市,70%+,6,HS5
内蒙古自治区-阿拉善盟,70%+,5,HS5
天津市-天津市,20%~50%,12,HS5
江苏省-淮安市,10%~20%,230,HS5
江苏省-南通市,10%~20%,563,HS5
云南省-西双版纳傣族自治州,0~10%,88,HS5
天津市-宁河县,10%~20%,85,HS5
四川省-内江市,0~10%,141,HS5
四川省-巴中市,50%~70%,8,HS5
广西壮族自治区-桂林市,10%~20%,343,HS5
四川省-宜宾市,10%~20%,369,HS5
湖南省-长沙市,70%+,5,HS5
内蒙古自治区-锡林郭勒盟,0~10%,245,HS5
湖北省-随州市,10%~20%,109,HS5
湖北省-孝感市,50%~70%,9,HS5
新疆维吾尔自治区-阿拉尔市,0~10%,8,HS5
湖南省-湖南省,20%~50%,17,HS5
吉林省-四平市,10%~20%,357,HS5
重庆市-南川区,10%~20%,259,HS5
重庆市-彭水苗族土家族自治县,10%~20%,58,HS5
重庆市-酉阳土家族苗族自治县,10%~20%,45,HS5
北京市-石景山区,10%~20%,9,HS5
内蒙古自治区-呼和浩特市,70%+,2,HS5
内蒙古自治区-呼伦贝尔市,50%~70%,11,HS5
湖北省-黄冈市,50%~70%,3,HS5
重庆市-奉节县,20%~50%,34,HS5
广东省-揭阳市,50%~70%,9,HS5
甘肃省-兰州市,20%~50%,419,HS5
贵州省-毕节地区,70%+,4,HS5
云南省-曲靖市,70%+,1,HS5
吉林省-长春市,50%~70%,589,HS5
重庆市-忠县,50%~70%,1,HS5
河南省-驻马店市,50%~70%,27,HS5
湖南省-永州市,20%~50%,284,HS5
青海省-海东地区,0~10%,434,HS5
重庆市-九龙坡区,50%~70%,1,HS5
云南省-昭通市,20%~50%,217,HS5
黑龙江省-鹤岗市,0~10%,8,HS5
河南省-开封市,0~10%,181,HS5
河北省-衡水市,70%+,4,HS5
重庆市-涪陵区,0~10%,279,HS5
天津市-塘沽区,50%~70%,5,HS5
重庆市-南岸区,10%~20%,65,HS5
广西壮族自治区-河池市,70%+,3,HS5
辽宁省-丹东市,50%~70%,5,HS5
重庆市-綦江县,0~10%,199,HS5
河北省-沧州市,0~10%,352,HS5
湖南省-益阳市,50%~70%,2,HS5
河南省-郑州市,50%~70%,24,HS5
重庆市-双桥区,0~10%,1,HS5
北京市-海淀区,20%~50%,42,HS5
新疆维吾尔自治区-克孜勒苏柯尔克孜自治州,20%~50%,6,HS5
上海市-嘉定区,20%~50%,47,HS5
浙江省-温州市,20%~50%,82,HS5
湖南省-娄底市,0~10%,202,HS5
辽宁省-葫芦岛市,10%~20%,257,HS5
山东省-济南市,20%~50%,501,HS5
上海市-奉贤区,70%+,1,HS5
湖南省-怀化市,0~10%,853,HS5
陕西省-渭南市,70%+,3,HS5
北京市-延庆县,0~10%,30,HS5
重庆市-合川区,10%~20%,127,HS5
江苏省-淮安市,70%+,1,HS5
江苏省-南通市,70%+,4,HS5
贵州省-贵阳市,0~10%,1893,HS5
新疆维吾尔自治区-克孜勒苏柯尔克孜自治州,0~10%,12,HS5
上海市-嘉定区,0~10%,171,HS5
广西壮族自治区-桂林市,70%+,3,HS5
贵州省-毕节地区,50%~70%,29,HS5
贵州省-黔西南布依族苗族自治州,20%~50%,222,HS5
新疆维吾尔自治区-昌吉回族自治州,20%~50%,194,HS5
河南省-新乡市,50%~70%,7,HS5
湖北省-随州市,70%+,1,HS5
广西壮族自治区-崇左市,10%~20%,94,HS5
宁夏回族自治区-银川市,10%~20%,602,HS5
北京市-大兴区,10%~20%,257,HS5
新疆维吾尔自治区-吐鲁番地区,20%~50%,1368,HS5
北京市-通州区,20%~50%,158,HS5
江西省-南昌市,20%~50%,279,HS5
辽宁省-抚顺市,20%~50%,43,HS5
广东省-清远市,0~10%,716,HS5
陕西省-铜川市,0~10%,104,HS5
江苏省-扬州市,0~10%,187,HS5
西藏自治区-日喀则地区,0~10%,10,HS5
山东省-山东省,0~10%,10,HS5
河南省-商丘市,20%~50%,213,HS5
重庆市-云阳县,0~10%,191,HS5
陕西省-安康市,50%~70%,1,HS5
浙江省-浙江省,20%~50%,54,HS5
天津市-津南区,50%~70%,9,HS5
陕西省-榆林市,0~10%,279,HS5
海南省-文昌市,10%~20%,37,HS5
青海省-海西蒙古族藏族自治州,10%~20%,808,HS5
山东省-威海市,10%~20%,100,HS5
甘肃省-临夏回族自治州,20%~50%,56,HS5
湖北省-黄石市,20%~50%,32,HS5
江西省-景德镇市,0~10%,32,HS5
四川省-德阳市,0~10%,507,HS5
湖北省-恩施土家族苗族自治州,0~10%,252,HS5
宁夏回族自治区-宁夏回族自治区,50%~70%,1,HS5
陕西省-延安市,0~10%,263,HS5
福建省-泉州市,50%~70%,5,HS5
河南省-三门峡市,50%~70%,2,HS5
江苏省-盐城市,50%~70%,14,HS5
山东省-聊城市,10%~20%,300,HS5
北京市-顺义区,20%~50%,59,HS5
海南省-万宁市,20%~50%,257,HS5
山东省-淄博市,50%~70%,4,HS5
云南省-普洱市,0~10%,104,HS5
黑龙江省-七台河市,20%~50%,14,HS5
重庆市-大渡口区,10%~20%,11,HS5
云南省-云南省,20%~50%,12,HS5
江苏省-连云港市,0~10%,192,HS5
山东省-东营市,0~10%,162,HS5
湖南省-湘西土家族苗族自治州,10%~20%,368,HS5
甘肃省-平凉市,50%~70%,1,HS5
青海省-西宁市,50%~70%,4,HS5
湖南省-常德市,10%~20%,202,HS5
四川省-广安市,20%~50%,309,HS5
四川省-乐山市,20%~50%,267,HS5
新疆维吾尔自治区-石河子市,0~10%,9,HS5
广东省-佛山市,50%~70%,10,HS5
云南省-德宏傣族景颇族自治州,0~10%,64,HS5
广东省-汕头市,10%~20%,50,HS5
山西省-临汾市,0~10%,333,HS5
北京市-密云县,10%~20%,76,HS5
西藏自治区-昌都地区,0~10%,4,HS5
湖北省-荆州市,0~10%,190,HS5
重庆市-石柱土家族自治县,0~10%,91,HS5
江西省-吉安市,10%~20%,238,HS5
广西壮族自治区-贵港市,0~10%,72,HS5
湖北省-鄂州市,10%~20%,156,HS5
山东省-潍坊市,0~10%,294,HS5
安徽省-池州市,10%~20%,105,HS5
青海省-黄南藏族自治州,20%~50%,25,HS5
上海市-长宁区,10%~20%,1,HS5
宁夏回族自治区-银川市,70%+,12,HS5
陕西省-汉中市,0~10%,263,HS5
北京市-大兴区,70%+,2,HS5
吉林省-延边朝鲜族自治州,20%~50%,98,HS5
上海市-静安区,10%~20%,2,HS5
内蒙古自治区-鄂尔多斯市,0~10%,424,HS5
山东省-青岛市,20%~50%,278,HS5
山西省-太原市,0~10%,362,HS5
江西省-宜春市,50%~70%,8,HS5
福建省-宁德市,0~10%,233,HS5
湖北省-湖北省,10%~20%,25,HS5
云南省-大理白族自治州,50%~70%,5,HS5
西藏自治区-林芝地区,0~10%,68,HS5
西藏自治区-山南地区,0~10%,20,HS5
山东省-滨州市,50%~70%,6,HS5
内蒙古自治区-乌兰察布市,10%~20%,365,HS5
青海省-黄南藏族自治州,0~10%,23,HS5
-,50%~70%,238,HS5
青海省-海西蒙古族藏族自治州,70%+,56,HS5
甘肃省-天水市,50%~70%,8,HS5
上海市-浦东新区,0~10%,72,HS5
云南省-文山壮族苗族自治州,50%~70%,1,HS5
新疆维吾尔自治区-巴音郭楞蒙古自治州,20%~50%,83,HS5
吉林省-延边朝鲜族自治州,0~10%,113,HS5
天津市-武清区,50%~70%,5,HS5
安徽省-马鞍山市,10%~20%,99,HS5
山西省-大同市,10%~20%,174,HS5
重庆市-巫溪县,10%~20%,6,HS5
四川省-成都市,50%~70%,53,HS5
湖南省-邵阳市,50%~70%,25,HS5
贵州省-遵义市,0~10%,2299,HS5
广东省-广东省,10%~20%,41,HS5
天津市-汉沽区,0~10%,40,HS5
新疆维吾尔自治区-阿勒泰地区,10%~20%,35,HS5
吉林省-白城市,70%+,5,HS5
宁夏回族自治区-石嘴山市,20%~50%,60,HS5
北京市-怀柔区,20%~50%,16,HS5
四川省-凉山彝族自治州,10%~20%,163,HS5
江西省-抚州市,0~10%,85,HS5
青海省-海北藏族自治州,20%~50%,18,HS5
广东省-云浮市,0~10%,286,HS5
江苏省-徐州市,50%~70%,8,HS5
安徽省-淮北市,50%~70%,1,HS5
安徽省-铜陵市,10%~20%,34,HS5
陕西省-陕西省,50%~70%,6,HS5
福建省-厦门市,0~10%,101,HS5
天津市-北辰区,0~10%,98,HS5
湖南省-衡阳市,0~10%,354,HS5
湖北省-天门市,0~10%,30,HS5
贵州省-铜仁地区,10%~20%,397,HS5
江苏省-泰州市,20%~50%,219,HS5
新疆维吾尔自治区-伊犁哈萨克自治州,0~10%,110,HS5
四川省-巴中市,20%~50%,323,HS5
河北省-河北省,0~10%,60,HS5
甘肃省-金昌市,0~10%,32,HS5
湖北省-孝感市,20%~50%,192,HS5
浙江省-衢州市,10%~20%,325,HS5
四川省-广元市,50%~70%,14,HS5
山东省-临沂市,10%~20%,347,HS5
辽宁省-铁岭市,10%~20%,48,HS5
江西省-新余市,50%~70%,1,HS5
云南省-临沧市,0~10%,28,HS5
天津市-宝坻区,0~10%,106,HS5
海南省-澄迈县,0~10%,111,HS5
安徽省-蚌埠市,10%~20%,152,HS5
内蒙古自治区-呼伦贝尔市,20%~50%,170,HS5
宁夏回族自治区-固原市,10%~20%,129,HS5
上海市-崇明区,10%~20%,23,HS5
湖北省-黄冈市,20%~50%,196,HS5
内蒙古自治区-乌兰察布市,70%+,4,HS5
广东省-揭阳市,20%~50%,92,HS5
湖北省-襄樊市,0~10%,409,HS5
吉林省-白城市,50%~70%,25,HS5
吉林省-长春市,20%~50%,3039,HS5
宁夏回族自治区-中卫市,50%~70%,18,HS5
重庆市-忠县,20%~50%,88,HS5
北京市-门头沟区,10%~20%,31,HS5
河南省-驻马店市,20%~50%,371,HS5
山西省-忻州市,10%~20%,269,HS5
重庆市-九龙坡区,20%~50%,59,HS5
山西省-大同市,70%+,3,HS5
云南省-玉溪市,10%~20%,293,HS5
江西省-赣州市,0~10%,927,HS5
西藏自治区-那曲地区,20%~50%,6,HS5
天津市-塘沽区,20%~50%,75,HS5
河南省-漯河市,0~10%,92,HS5
重庆市-巴南区,10%~20%,399,HS5
江西省-九江市,50%~70%,1,HS5
重庆市-渝北区,50%~70%,3,HS5
北京市-平谷区,20%~50%,4,HS5
辽宁省-丹东市,20%~50%,41,HS5
内蒙古自治区-阿拉善盟,20%~50%,149,HS5
上海市-南汇区,20%~50%,36,HS5
河北省-唐山市,0~10%,342,HS5
湖南省-益阳市,20%~50%,154,HS5
河南省-郑州市,20%~50%,756,HS5
安徽省-合肥市,10%~20%,647,HS5
广东省-惠州市,50%~70%,22,HS5
黑龙江省-大庆市,10%~20%,46,HS5
山西省-朔州市,10%~20%,136,HS5
福建省-三明市,0~10%,180,HS5
新疆维吾尔自治区-哈密地区,0~10%,58,HS5
上海市-南汇区,0~10%,101,HS5
贵州省-毕节地区,20%~50%,633,HS5
上海市-闵行区,10%~20%,86,HS5
天津市-大港区,10%~20%,41,HS5
安徽省-宣城市,50%~70%,4,HS5
河南省-新乡市,20%~50%,258,HS5
海南省-琼海市,50%~70%,382,HS5
贵州省-安顺市,0~10%,646,HS5
甘肃省-庆阳市,20%~50%,33,HS5
海南省-屯昌县,50%~70%,7,HS5
云南省-红河哈尼族彝族自治州,10%~20%,227,HS5
山东省-临沂市,70%+,3,HS5
辽宁省-铁岭市,70%+,2,HS5
陕西省-咸阳市,0~10%,578,HS5
陕西省-宝鸡市,10%~20%,219,HS5
广东省-江门市,50%~70%,13,HS5
云南省-丽江市,10%~20%,47,HS5
宁夏回族自治区-固原市,70%+,1,HS5
内蒙古自治区-兴安盟,10%~20%,466,HS5
陕西省-安康市,20%~50%,102,HS5
甘肃省-甘肃省,20%~50%,23,HS5
天津市-津南区,20%~50%,114,HS5
湖北省-荆门市,50%~70%,3,HS5
安徽省-安徽省,50%~70%,1,HS5
山西省-忻州市,70%+,9,HS5
重庆市-荣昌县,20%~50%,11,HS5
内蒙古自治区-通辽市,10%~20%,351,HS5
河南省-信阳市,50%~70%,15,HS5
河北省-秦皇岛市,10%~20%,381,HS5
浙江省-丽水市,10%~20%,139,HS5
甘肃省-陇南市,10%~20%,304,HS5
宁夏回族自治区-宁夏回族自治区,20%~50%,12,HS5
福建省-泉州市,20%~50%,279,HS5
重庆市-黔江区,10%~20%,42,HS5
河南省-三门峡市,20%~50%,83,HS5
江苏省-盐城市,20%~50%,202,HS5
广西壮族自治区-钦州市,10%~20%,206,HS5
江西省-上饶市,50%~70%,10,HS5
四川省-雅安市,10%~20%,454,HS5
重庆市-开县,50%~70%,1,HS5
山东省-淄博市,20%~50%,119,HS5
海南省-三亚市,0~10%,288,HS5
安徽省-合肥市,70%+,3,HS5
重庆市-荣昌县,0~10%,46,HS5
黑龙江省-大庆市,70%+,3,HS5
福建省-莆田市,10%~20%,74,HS5
甘肃省-平凉市,20%~50%,84,HS5
重庆市-丰都县,0~10%,60,HS5
青海省-西宁市,20%~50%,150,HS5
山西省-朔州市,70%+,2,HS5
海南省-保亭黎族苗族自治县,0~10%,43,HS5
宁夏回族自治区-吴忠市,10%~20%,201,HS5
宁夏回族自治区-宁夏回族自治区,0~10%,3,HS5
广东省-佛山市,20%~50%,471,HS5
吉林省-通化市,70%+,1,HS5
青海省-海南藏族自治州,10%~20%,211,HS5
河南省-三门峡市,0~10%,268,HS5
山西省-山西省,20%~50%,6,HS5
安徽省-阜阳市,0~10%,104,HS5
上海市-青浦区,10%~20%,165,HS5
上海市-闵行区,70%+,2,HS5
江苏省-苏州市,50%~70%,9,HS5
黑龙江省-哈尔滨市,50%~70%,15,HS5
内蒙古自治区-乌海市,50%~70%,8,HS5
广东省-河源市,0~10%,312,HS5
甘肃省-张掖市,0~10%,46,HS5
新疆维吾尔自治区-博尔塔拉蒙古自治州,10%~20%,39,HS5
黑龙江省-齐齐哈尔市,10%~20%,69,HS5
重庆市-沙坪坝区,0~10%,178,HS5
广西壮族自治区-柳州市,50%~70%,12,HS5
重庆市-秀山土家族苗族自治县,20%~50%,27,HS5
安徽省-芜湖市,10%~20%,93,HS5
江西省-宜春市,20%~50%,188,HS5
吉林省-吉林市,70%+,2,HS5
黑龙江省-伊春市,10%~20%,40,HS5
广西壮族自治区-北海市,10%~20%,93,HS5
江苏省-南京市,50%~70%,9,HS5
